p1.cpfCnpj,p2.cpfCnpj,frequency
15155318000119,11079047000109,3
67729178000491,10831701000126,3
05218264000130,13416446000143,3
05449553000140,17020542000129,3
16515252000193,70097282000172,3
03781718000150,04379540000189,3
42147421000190,40869463000109,3
11574829000114,87942454000160,3
02977362000162,11896538000142,3
10831701000126,04099366000110,3
04826424000160,18658386000199,3
05896491000114,67882621000117,3
04654716000163,41116302000107,3
19570720000382,44734671000151,3
08439201000100,41152398000169,3
24116337000127,17318988000134,3
13416446000143,08868815000107,3
04408503000151,08649539000188,3
05215437000166,10365996000192,3
00821449000110,07227808000155,3
09329259000155,11278315000111,3
04453838000191,08973901000171,3
10291098000137,10564673000128,3
10204697000176,12209627000136,3
13433905000105,04654716000163,3
02896042000188,02977362000162,3
07324070000144,17512503000149,3
07841319000199,12306327000175,3
07936090000176,03817043000152,3
07694009000270,02927946000123,3
10291098000137,17809782000107,3
09478023000180,10806118000165,3
14528882000177,08856937000175,3
07227808000155,02304035000140,3
41141383000103,03160525000182,3
08819724000173,67729178000220,3
11079047000109,04408503000151,3
13603534000154,70097282000172,3
07389284000107,09329259000155,3
15218561000139,11896538000142,3
14628421000176,10564673000128,3
02927946000123,08370039000102,3
40869463000109,87942454000160,3
05932624000160,05896491000114,3
42799163000126,44734671000151,3
00785860000188,07227808000155,3
04408503000151,17020542000129,3
04826424000160,11448947000186,3
09329259000155,06948769000112,3
01496690000184,02974662000198,3
87942454000160,40869463000109,3
13416446000143,05218264000130,3
08321484000182,01034997000163,3
70097282000172,08527137000100,3
06628333000146,11407854000103,3
10831701000126,10554743000167,3
02368789000163,02956500000127,3
08527137000100,70097282000172,3
10386762000121,05449553000140,3
06628333000146,44734671000151,3
07694009000270,04408503000151,3
05896491000114,61585824000165,3
40869463000109,42147421000190,3
12040718000190,15752774000146,3
41205907000174,05110330000153,3
04196262000124,09292369000190,3
01823326000181,09912207000107,3
04408503000151,07694009000270,3
17318988000134,02956500000127,3
04453838000191,04408503000151,3
09004901000126,10761617000183,3
36377091000126,32040529000125,3
17318988000134,04408503000151,3
01098180000159,12806121000104,3
41124959000116,35508241000120,3
02974662000198,08602732000163,3
44734671000151,02483928000108,3
01793110000110,01631699000150,3
11079047000109,00821449000110,3
00821449000110,07526979000185,3
05110330000153,24116337000127,3
07190090000170,07807909000103,3
01106085000150,01793110000110,3
00005729574401,00009157264406,3
32040529000125,36377091000126,3
14651877000157,04203988000147,3
16826043000160,40787152000109,3
01275877000158,01945326000154,3
05782733000149,06628333000146,3
00642923000147,02974662000198,3
73856593000166,35425172000191,3
04829970000155,04203988000147,3
87942454000160,42147421000190,3
10806118000165,06234797000178,3
05932624000160,54858014000170,3
00079884733449,00035652120800,3
01722296000117,04099366000110,3
15348142000111,17892706000108,3
05896491000114,61100244000130,3
70104344000126,03817043000152,3
00004133903498,00022741681805,3
24504409000103,07841319000199,3
07227808000155,00821449000110,3
02977362000162,10806118000165,3
07227808000155,09912207000107,3
03817043000152,07936090000176,3
08370039000102,02956500000127,3
07227808000155,41116302000107,3
67729178000220,08819724000173,3
10831701000126,67729178000491,3
40964066000116,08790792000319,3
17318988000134,41205907000174,3
07147056000112,12610267000180,3
16826043000160,07936090000176,3
44734671000151,42799163000126,3
33255787000191,05896491000114,3
12466706000122,07190090000170,3
16491941000105,05765913000112,3
01091310000121,70097282000172,3
01496690000184,05080790000186,3
00010334867444,00005729574401,3
02956500000127,03160525000182,3
00022741681805,00035652120800,3
12466706000122,03100722000106,3
12929519000138,70099924000172,3
67729178000220,12882932000194,3
08973901000171,00301402000126,3
08370039000102,00821449000110,3
02896042000188,10831701000126,3
70100615000256,07880044000100,3
01486101000772,06234797000178,3
05896491000114,33255787000191,3
40787152000109,33255787000191,3
70097530000185,13312369000181,3
12040718000190,05449553000140,3
08834583000168,09329259000155,3
08602732000163,02974662000198,3
05218264000130,14651877000157,3
07766436000135,12209627000136,3
08790792000319,40964066000116,3
05080790000186,01496690000184,3
09478023000180,06224321000156,3
40953788000175,07220883000194,3
05024954000158,08602732000163,3
09033742000198,05449553000140,3
09912207000107,11807734000101,3
44734671000151,09053134000226,3
67729178000220,44734671000151,3
07354656000151,04826424000160,3
24116337000127,13433905000105,3
18107594000108,02301135000112,3
00009157264406,00062225588449,3
67729178000491,70097530000185,3
02927946000123,07526979000185,3
03817043000152,70104344000126,3
07227808000155,05765913000112,3
05424439000165,15610424000145,3
04379540000189,03781718000150,3
12710916000114,16826043000160,3
37844479000152,06948769000112,3
07575881000118,02355633000148,3
09376159000180,17318988000134,3
00821449000110,04453838000191,3
01722296000117,07484373000124,3
04826424000160,05449553000140,3
08973901000171,04453838000191,3
03255805000174,10676491000149,3
11700001000165,15348142000111,3
09185570000178,00301402000126,3
40787152000109,16826043000160,3
05445711000193,05514737000146,3
38046843001416,35422021000180,3
01275877000158,09047935000106,3
17809782000107,10291098000137,3
00007172269489,00000133066851,3
41203514000121,01275877000158,3
13312369000181,40787152000109,3
01722296000117,26921908000121,3
15348142000111,18658386000199,3
09912207000107,07227808000155,3
01722296000117,07413671000123,3
35425172000191,44734671000151,3
03965517000103,09478023000180,3
02088608000145,40787152000109,3
10779833000156,11426166000190,3
12698017000143,15807855000104,3
05015356000112,10204697000176,3
00085822000112,06234797000178,3
42147421000190,11574829000114,3
06234797000178,00085822000112,3
24116337000127,05110330000153,3
35422021000180,38046843001416,3
09221904000111,41116138000138,3
24103343000140,02723334000119,3
02934130000127,41205907000174,3
07227808000155,00785860000188,3
07484373000124,01722296000117,3
10676491000149,03255805000174,3
07526979000185,11079047000109,3
07766436000135,17512503000149,3
05896491000114,05932624000160,3
10831701000126,02896042000188,3
14466615000112,17512503000149,3
02304035000140,07694009000270,3
07694009000270,02304035000140,3
05218264000130,04203988000147,3
00026901816812,00007172269489,3
13312369000181,63478895000194,3
11700001000165,04826424000160,3
06628333000146,05782733000149,3
17020542000129,15155318000119,3
12940493000129,01496690000184,3
09341462000147,08856937000175,3
15155318000119,07694009000270,3
08602732000163,01098180000159,3
00026901816812,00009157264406,3
17020542000129,04408503000151,3
08778201000126,67729178000220,3
03372105000160,03834750000157,3
07358710000137,15348142000111,3
00762455000144,11407854000103,3
10365996000192,05215437000166,3
87942454000160,11574829000114,3
13433905000105,11336916000133,3
05613388000110,05449553000140,3
00879316000103,12466706000122,3
65817900000171,06628333000146,3
03086586000147,04826424000160,3
06628333000146,06234797000178,3
08602732000163,12806121000104,3
18604768000130,05449553000140,3
07190090000170,03100722000106,3
12882932000194,67729178000220,3
06628333000146,00762455000144,3
01098180000159,08602732000163,3
42799163000126,08778201000126,3
67882621000117,61585824000165,3
05015356000112,17512503000149,3
32040529000125,42147421000190,3
18658386000199,07190090000170,3
01722296000117,19518563000102,3
17318988000134,24116337000127,3
01945326000154,01275877000158,3
06224321000156,09053134000145,3
44734671000151,04159816000113,3
06224321000156,09478023000180,3
05445711000193,40945446000103,3
01571702000198,01722296000117,3
44734671000151,09122605000120,3
41116138000138,03834750000157,3
00035652120800,00079884733449,3
70104344000126,08674752000140,3
05449553000140,13433905000105,3
10655938000101,16693935000130,3
05110330000153,08228010000190,3
04203988000147,02307605000155,3
04679119000193,09478023000180,3
02927946000123,04453838000191,3
05932624000160,35425172000191,3
07227808000155,19447850000160,3
10564673000128,10291098000137,3
35425172000191,06948769000112,3
35603307000161,08829277000133,3
08602732000163,05024954000158,3
02723334000119,24103343000140,3
40945446000103,05514737000146,3
09004901000126,15033987000118,3
63478895000194,08778201000126,3
10782385000140,04654716000163,3
15610424000145,05424439000165,3
87942454000160,32040529000125,3
02307605000155,04203988000147,3
09185570000178,07694009000270,3
41116302000107,07227808000155,3
04159816000113,44734671000151,3
09185570000178,03160525000182,3
67729178000491,09053134000145,3
13199098000108,17892706000108,3
02485475000140,02287694000115,3
09221904000111,02468543000163,3
03100722000106,19835542000102,3
35425172000191,05932624000160,3
03100722000106,07190090000170,3
02956500000127,02304035000140,3
02977362000162,02896042000188,3
07190090000170,41149410000186,3
00821449000110,08370039000102,3
12806121000104,05024954000158,3
08829277000133,35603307000161,3
06265304000167,04654716000163,3
00062225588449,00010334867444,3
08228010000190,10365996000192,3
18658386000199,04826424000160,3
01496690000184,12940493000129,3
00821449000110,11079047000109,3
00301402000126,09185570000178,3
70097530000185,09053134000226,3
00007172269489,00009157264406,3
04453838000191,00821449000110,3
10779833000156,33255787000191,3
09221904000111,41203514000121,3
00009157264406,00010334867444,3
09185570000178,17020542000129,3
17020542000129,09185570000178,3
11589693000116,24116337000127,3
04099366000110,01722296000117,3
08008183000101,40945446000103,3
06234797000178,10806118000165,3
44734671000151,05932624000160,3
01722296000117,70097530000185,3
11089066000116,11456156000106,3
07190090000170,09151328000183,3
44734671000151,35425172000191,3
05008240000156,08778201000126,3
02304035000140,09185570000178,3
05110330000153,41205907000174,3
07694009000270,09185570000178,3
05008240000156,01722296000117,3
06948769000112,35425172000191,3
12209627000136,07766436000135,3
08370039000102,02927946000123,3
12306327000175,07841319000199,3
11079047000109,15155318000119,3
00035652120800,00004133903498,3
17892706000108,10365996000192,3
08973901000171,24506743000104,3
15155318000119,08649539000188,3
67729178000220,08778201000126,3
17318988000134,10655938000101,3
10782385000140,05449553000140,3
09376159000180,09183224000150,3
04064641000160,10831701000126,3
61585824000165,05896491000114,3
00062225588449,00005729574401,3
05449553000140,10782385000140,3
09151328000183,07190090000170,3
06234797000178,65817900000171,3
35425172000191,01722296000117,3
67882621000117,05896491000114,3
09004901000126,07239645000120,3
16693935000130,10655938000101,3
02301135000112,18107594000108,3
26921908000121,01722296000117,3
19908170000105,05797987000130,3
00079884733449,00004133903498,3
04408503000151,04453838000191,3
08599778000170,09384762000103,3
06234797000178,35425172000191,3
09004901000126,04826424000160,3
11589693000116,04654716000163,3
06234797000178,05008240000156,3
06224321000156,44734671000151,3
40945446000103,05445711000193,3
09912207000107,14628421000176,3
40953788000175,05080790000186,3
05449553000140,05613388000110,3
09185570000178,02304035000140,3
09329259000155,08834583000168,3
05896491000114,06948769000112,3
01275877000158,41203514000121,3
73856593000166,44734671000151,3
07880044000100,70100615000256,3
10831701000126,08674752000140,3
11336916000133,17318988000134,3
09685217000157,02956500000127,3
02304035000140,04408503000151,3
33255787000191,40787152000109,3
04826424000160,07354656000151,3
08829277000133,40953788000175,3
00085822000112,10779833000156,3
03834750000157,03372105000160,3
70097282000172,16515252000193,3
08370039000102,09183224000150,3
10719048000108,09478023000180,3
05782733000149,05008240000156,3
00005729574401,00062225588449,3
05008240000156,05782733000149,3
08674752000140,70104344000126,3
09047935000106,01275877000158,3
09183224000150,09376159000180,3
19518563000102,01722296000117,3
12806121000104,01098180000159,3
07553129000176,04196262000124,3
08649539000188,07227808000155,3
12209627000136,10204697000176,3
14628421000176,09912207000107,3
00062225588449,00009157264406,3
05008240000156,06234797000178,3
06224321000156,07936090000176,3
01793110000110,01106085000150,3
41116138000138,09221904000111,3
04073820000164,13541403000190,3
33255787000191,05932624000160,3
06628333000146,40787152000109,3
10365996000192,11700001000165,3
02355633000148,07575881000118,3
00000133066851,00007172269489,3
07526979000185,41141383000103,3
70097282000172,01091310000121,3
07694009000270,15155318000119,3
07936090000176,16826043000160,3
04203988000147,14651877000157,3
41141383000103,24506743000104,3
05341808000156,40946576000160,3
09185570000178,08649539000188,3
02956500000127,17318988000134,3
13416446000143,14651877000157,3
05797987000130,19908170000105,3
07526979000185,02927946000123,3
02956500000127,08370039000102,3
12806121000104,08602732000163,3
08370039000102,09185570000178,3
05782733000149,19570720000382,3
00879316000103,04034176000115,3
04654716000163,10655938000101,3
17892706000108,07190090000170,3
09053134000145,67729178000491,3
11208403000147,07070151000165,3
11336916000133,13433905000105,3
06628333000146,67729178000220,3
02287694000115,02485475000140,3
24506743000104,41141383000103,3
70099924000172,12929519000138,3
05782733000149,11896538000142,3
02927946000123,17020542000129,3
02483940000104,01752306000167,3
06224321000156,05932624000160,3
10655938000101,04654716000163,3
19835542000102,03100722000106,3
00821449000110,02304035000140,3
10761617000183,09004901000126,3
19447850000160,05449553000140,3
00002106780460,00039653668404,3
19580923000198,00879316000103,3
00879316000103,19580923000198,3
15807855000104,12698017000143,3
06948769000112,37844479000152,3
04826424000160,03086586000147,3
02483928000108,44734671000151,3
03160525000182,41141383000103,3
07526979000185,00821449000110,3
04654716000163,10782385000140,3
08778201000126,10831701000126,3
40787152000109,13312369000181,3
05932624000160,44734671000151,3
08649539000188,00821449000110,3
05393059000100,04034176000115,3
10204697000176,05015356000112,3
13312369000181,10831701000126,3
07484373000124,00085822000112,3
54858014000170,05932624000160,3
11896538000142,20812326000120,3
08973901000171,03160525000182,3
13312369000181,06224321000156,3
07766436000135,05015356000112,3
04099366000110,10831701000126,3
00005729574401,00010334867444,3
09478023000180,04679119000193,3
02974662000198,00642923000147,3
00762455000144,06628333000146,3
17318988000134,07354656000151,3
35425172000191,06234797000178,3
07220883000194,40953788000175,3
70104344000126,10831701000126,3
10554743000167,10831701000126,3
18658386000199,10365996000192,3
06224321000156,13312369000181,3
03100722000106,12466706000122,3
41205907000174,02934130000127,3
11278315000111,09329259000155,3
00009157264406,00007172269489,3
01722296000117,01571702000198,3
63478895000194,10445253000122,3
61585824000165,67882621000117,3
15348142000111,07358710000137,3
67729178000220,06628333000146,3
05613388000110,12711139000122,3
01722296000117,05008240000156,3
04203988000147,05218264000130,3
09183224000150,08370039000102,3
08829277000133,01222778000108,3
05024954000158,01098180000159,3
04826424000160,11700001000165,3
07526979000185,15155318000119,3
10365996000192,12466706000122,3
10445253000122,63478895000194,3
09185570000178,04408503000151,3
08674752000140,10831701000126,3
35425172000191,73856593000166,3
00301402000126,08973901000171,3
02974662000198,01496690000184,3
41203514000121,09221904000111,3
05842952000176,08834137000153,3
05765913000112,16491941000105,3
00009157264406,00026901816812,3
10831701000126,04064641000160,3
05765913000112,07227808000155,3
35423169000139,06265304000167,3
01704290000117,63478895000194,3
04620640000155,05012754000185,3
02723334000119,08602732000163,3
02468543000163,09221904000111,3
07807909000103,07190090000170,3
05449553000140,06954256000114,3
00010334867444,00062225588449,3
04203988000147,04829970000155,3
17020542000129,05449553000140,3
44734671000151,19570720000382,3
00009157264406,00005729574401,3
05000571000140,05932624000160,2
16826043000160,11938541000181,2
01571702000198,05932624000160,2
02737867000150,01518579000141,2
08602732000163,01496690000184,2
67630541000174,06628333000146,2
17020542000129,41141383000103,2
12711282000114,10781841000137,2
47193115000103,70097530000185,2
07543314000180,08306584000130,2
05765913000112,05218264000130,2
10831701000126,01722296000117,2
08076127000104,05782733000149,2
05765913000112,08934225000127,2
07354656000151,02307605000155,2
07834841000143,09097333000155,2
17512503000149,09912207000107,2
07190090000170,16515252000193,2
35423169000139,17318988000134,2
04408503000151,08370039000102,2
11448947000186,05393059000100,2
19503677000170,10714416000125,2
04829970000155,11594848000102,2
44734671000151,33255787000191,2
35425172000191,10779833000156,2
24116337000127,05138559000104,2
20873342000123,24116337000127,2
00000185337449,06880808000197,2
00079884733449,00018608374846,2
00879316000103,18137728000125,2
14651898000172,13416446000143,2
03965517000103,03817043000152,2
08297855000138,08856937000175,2
13199098000108,07046164000107,2
01722296000117,54858014000170,2
05080790000186,02659765000163,2
00085822000112,02088608000145,2
10831701000126,16682179000144,2
00011185191402,00002368148426,2
29992682000148,12040718000190,2
00004133903498,00002839250438,2
15218561000139,08778201000126,2
04203988000147,07354656000151,2
02896042000188,08160290000142,2
24103343000140,08602732000163,2
03538267000125,07190090000170,2
00010218422490,00009180173438,2
09358430000154,15610424000145,2
11456156000106,13171283000186,2
15218561000139,04099366000110,2
03100722000106,03892344000140,2
11089066000116,13171283000186,2
07389284000107,06948769000112,2
00076845435472,00037391925420,2
05008240000156,11896538000142,2
00388857000120,08297855000138,2
01722296000117,19125796000137,2
09004901000126,13199098000108,2
09053134000226,11896538000142,2
03313938000150,17020542000129,2
05449553000140,03160525000182,2
13330880000106,09004901000126,2
00785860000188,17318988000134,2
00053080971434,00005729574401,2
10445253000122,09478023000180,2
04574809000188,18658386000199,2
13501014000130,12727476000108,2
11942071000120,08856937000175,2
03100722000106,13199098000108,2
11589693000116,05393059000100,2
10779833000156,06117800000173,2
05138559000104,11799099000150,2
03823681000186,11719121000104,2
41149410000186,16515252000193,2
04064641000160,01722296000117,2
24116337000127,09632333000108,2
12806121000104,01496690000184,2
07936090000176,10806118000165,2
00085822000112,26921908000121,2
07400977000145,17020542000129,2
07454883000159,02891580000180,2
17512503000149,05449553000140,2
02323033000106,05301712000164,2
00011749024500,00002839250438,2
08008183000101,05445711000193,2
09685217000157,41141383000103,2
00301402000126,05449553000140,2
08602732000163,05080790000186,2
01091310000121,17892706000108,2
02737867000150,33066408080801,2
07694009000270,07400977000145,2
20381795000132,19051973000188,2
17020542000129,06229829000147,2
14528882000177,09341462000147,2
40953788000175,04654716000163,2
10291098000137,10710304000104,2
04828511000157,03086586000147,2
03817043000152,06224321000156,2
36377091000126,01968077000112,2
04408503000151,08973901000171,2
01275877000158,13493236000159,2
00026250039449,00009157264406,2
05765913000112,10391836000118,2
03330023000152,05393059000100,2
44734671000151,65817900000171,2
02349756000176,01518579000141,2
16750167000100,07190090000170,2
02304035000140,15155318000119,2
08674752000140,08160290000142,2
06948769000112,17227485000153,2
17312837000179,14466615000112,2
05008240000156,02977362000162,2
00002408297435,00006174371492,2
15155318000119,02304035000140,2
07841319000199,08493422000158,2
40787152000109,12305387000173,2
06224321000156,03817043000152,2
00007809642413,00032378275846,2
00076845435472,00002839250438,2
10806118000165,01722296000117,2
08297855000138,14528882000177,2
00995371000150,08778201000126,2
11594848000102,14651877000157,2
09332395000102,13501014000130,2
06198597000107,15626860000102,2
03426484000123,61418042000131,2
00005729574401,00053080971434,2
09912207000107,17512503000149,2
16750167000100,00879316000103,2
08778201000126,00995371000150,2
29992682000148,08713023000155,2
06948769000112,08719794000150,2
00004560645400,00004133903498,2
12305387000173,07936090000176,2
40787152000109,08076127000104,2
17512503000149,15610424000145,2
14237493000192,10997953000120,2
09004901000126,10831701000126,2
08934225000127,05765913000112,2
00010420768475,00002408297435,2
07807909000103,70097282000172,2
09053134000145,01486101000349,2
00010334867444,00026901816812,2
75014167000100,06948769000112,2
00003974786406,00005729574401,2
10564673000128,01022531000148,2
35425172000191,10831701000126,2
13199098000108,07358710000137,2
11896538000142,05008240000156,2
09329259000155,08778201000126,2
09912207000107,17020542000129,2
09122605000120,35425172000191,2
10291098000137,16417577000133,2
24504409000103,07227808000155,2
06224321000156,12929519000138,2
04679119000193,40787152000109,2
05992126000103,17512503000149,2
04654716000163,16417577000133,2
11896538000142,10806118000165,2
07227808000155,02898097000127,2
11506179000170,06217437000168,2
54858014000170,00085822000112,2
00002839250438,00004133903498,2
02723334000119,00642923000147,2
03426484000123,02223342000104,2
10831701000126,44734671000151,2
05024954000158,00642923000147,2
35334424000177,11392682000141,2
03538267000125,03763290000113,2
13603534000154,41149410000186,2
04826424000160,02287694000115,2
06948769000112,05000571000140,2
11089066000116,06948769000112,2
00026250039449,00000133066851,2
07530825000167,10750168000178,2
08366976000194,13433905000105,2
14458916000102,17318988000134,2
07358710000137,03100722000106,2
00007172269489,00010557629497,2
41116138000138,00976179000117,2
00009180173438,00010218422490,2
08527137000100,03763290000113,2
07220883000194,05449553000140,2
04408503000151,41141383000103,2
05253747000175,18658386000199,2
05765913000112,07766436000135,2
00032378275846,00004851093446,2
04826424000160,02485475000140,2
02737867000150,34028316366353,2
05449553000140,10564673000128,2
35603307000161,01222778000108,2
00020065433858,00045099545149,2
01518579000141,33000118000179,2
35334424000177,06948769000112,2
87942454000160,41152398000169,2
09478023000180,10592570000171,2
08493422000158,07841319000199,2
09685217000157,05449553000140,2
04099366000110,15218561000139,2
40787152000109,02483928000108,2
10997953000120,09095183000140,2
10997953000120,02349756000176,2
00000133066851,00007554530429,2
00000133066851,00026250039449,2
01823326000181,05449553000140,2
03965517000103,04064641000160,2
36377091000126,42147421000190,2
04196645000100,02349756000176,2
70103098000198,11054242000184,2
02914690000110,03127225000100,2
00026250039449,00026901816812,2
07354656000151,02517553000141,2
18658386000199,06217437000168,2
00007172269489,00062225588449,2
73856593000166,06234797000178,2
24261588000103,03251289000100,2
02927946000123,05449553000140,2
12806121000104,05080790000186,2
24506743000104,09053134000145,2
00076845435472,00004133903498,2
11090407000173,09260688000113,2
16515252000193,07190090000170,2
12466706000122,04034176000115,2
00958548000220,02977362000162,2
07227808000155,08973901000171,2
10554743000167,04064641000160,2
00004133903498,00037391925420,2
09053134000145,04970285000144,2
08228010000190,02629120000188,2
09339057000194,07220883000194,2
05080790000186,00642923000147,2
00079836321420,00008605932406,2
10775856000192,02659765000163,2
09221904000111,09248402000184,2
07358710000137,05765913000112,2
63478895000194,04159816000113,2
07190090000170,01091310000121,2
10365996000192,16750167000100,2
00032378275846,00079836321420,2
02864612000158,05024954000158,2
03817043000152,11426166000190,2
17318988000134,14458916000102,2
16693935000130,06954256000114,2
09912207000107,15155318000119,2
00004133903498,00002368148426,2
42799163000126,05782733000149,2
10365996000192,18137728000125,2
12845031000122,07227808000155,2
07766436000135,15807855000104,2
07354656000151,07841319000199,2
09004901000126,05393059000100,2
35423169000139,07841319000199,2
08842555000192,08965403000187,2
04829970000155,14651877000157,2
15626860000102,06198597000107,2
00079884733449,00010218422490,2
10997953000120,14237493000192,2
36377091000126,04523923000189,2
10710304000104,10291098000137,2
02043993000104,03668566000184,2
17020542000129,07681597000126,2
73856593000166,09122605000120,2
67729178000220,65817900000171,2
44734671000151,01571702000198,2
10779833000156,63478895000194,2
00022741681805,00005332315406,2
00005371704485,00004531903404,2
06229829000147,07526979000185,2
12610267000180,09221904000111,2
00053080971434,00000356157881,2
42799163000126,35425172000191,2
09053134000145,02927946000123,2
09478023000180,03817043000152,2
24280828000290,05797987000130,2
04679119000193,11426166000190,2
11392682000141,07389284000107,2
03100722000106,18653044000186,2
08056849000199,41116138000138,2
05000571000140,11405384000149,2
09123654000187,00360305004010,2
08041620000180,01819620000110,2
12040718000190,06948769000112,2
09053134000145,00301402000126,2
70097530000185,67729178000220,2
13493236000159,07914131000123,2
67729178000220,05008240000156,2
00035652120800,00018608374846,2
11426166000190,04679119000193,2
01735362000193,13684250000130,2
02659765000163,01496690000184,2
00360305004010,00000000000191,2
35334424000177,15218561000139,2
08041620000180,07354656000151,2
16731167000162,73034746000190,2
03255805000174,10204697000176,2
08778201000126,41118886000150,2
01884446000199,00085822000112,2
15626860000102,11938541000181,2
15626860000102,05765913000112,2
17633219000120,16491941000105,2
06234797000178,09122605000120,2
00018608374846,00009180173438,2
08297855000138,05535319000135,2
10779833000156,47193115000103,2
07227808000155,03694811000128,2
10291098000137,05765913000112,2
07324070000144,09268680000101,2
04826424000160,11589693000116,2
05080790000186,01222778000108,2
01222778000108,12301419000162,2
02629120000188,08228010000190,2
33000118000179,01518579000141,2
41149410000186,17892706000108,2
35334424000177,40787152000109,2
00821449000110,09185570000178,2
00002368148426,00004531903404,2
09329259000155,06224321000156,2
40953788000175,01496690000184,2
05932624000160,11896538000142,2
03372105000160,00976179000117,2
16682179000144,04679119000193,2
08228010000190,05928203000166,2
10554743000167,06224321000156,2
08852998000164,05842952000176,2
10204697000176,10676491000149,2
00412020000170,17318988000134,2
40787152000109,16682179000144,2
03255805000174,12209627000136,2
07766436000135,05765913000112,2
02864612000158,12806121000104,2
11448947000186,09004901000126,2
08282077000103,01331989000189,2
17318988000134,35423169000139,2
19125796000137,35334424000177,2
05008240000156,08076127000104,2
03246587000101,08674752000140,2
17809782000107,05015356000112,2
02349756000176,04196645000100,2
00004560645400,00079884733449,2
02281006000100,01571702000198,2
40964066000116,08321484000182,2
03051188000195,41124546000131,2
02301135000112,10564673000128,2
00011749024500,00010206637403,2
44734671000151,12882932000194,2
11079047000109,00785860000188,2
06628333000146,01571702000198,2
06224321000156,02223342000104,2
04761653000144,06265304000167,2
05842952000176,08852998000164,2
02355633000148,11634427000168,2
60665981000703,02483928000108,2
11118954000110,04076245000153,2
14458916000102,04654716000163,2
11938541000181,15626860000102,2
02974662000198,05548063000109,2
70097282000172,07807909000103,2
00004531903404,00002408297435,2
15285476000193,09039574000148,2
07870719000122,00976914000192,2
05797987000130,24280828000290,2
07523694000190,01222778000108,2
02737867000150,09095183000140,2
16682179000144,10779833000156,2
24116337000127,08829277000133,2
03763290000113,03538267000125,2
07227808000155,02934130000127,2
02485475000140,17489702000183,2
07070151000165,35423169000139,2
00010420768475,00004531903404,2
17287720000182,03063269000105,2
24116337000127,07220883000194,2
01098180000159,00642923000147,2
12882932000194,08819724000173,2
06788308000120,04654716000163,2
10775856000192,40953788000175,2
17020542000129,14101470000156,2
41203514000121,13493236000159,2
15155318000119,02956500000127,2
16417577000133,17512503000149,2
41152398000169,01040838000171,2
05374977000192,24222762000109,2
07526979000185,08561086000133,2
05782733000149,42799163000126,2
02864612000158,01098180000159,2
04826424000160,05218264000130,2
04196645000100,10997953000120,2
00004133903498,00010206637403,2
18568641000102,04828511000157,2
41116302000107,17318988000134,2
02891580000180,07454883000159,2
04099366000110,06628333000146,2
03919466000183,17525366000187,2
24099772000190,07503465000104,2
02349756000176,02737867000150,2
40938508000150,05790756000103,2
11448947000186,14466615000112,2
10806118000165,11896538000142,2
00037391925420,00035652120800,2
08819724000173,08778201000126,2
09088233000162,07661707000198,2
00026901816812,00005729574401,2
06948769000112,07389284000107,2
00020065433858,00004064231481,2
41116138000138,01945326000154,2
12806121000104,00642923000147,2
11407854000103,67630541000174,2
05598984000178,70097530000185,2
00085822000112,01884446000199,2
03781718000150,14529732000188,2
06948769000112,01571702000198,2
10331873000130,02307605000155,2
05110330000153,05138559000104,2
02088608000145,00085822000112,2
16417577000133,05015356000112,2
10554743000167,16826043000160,2
24222762000109,05374977000192,2
02088608000145,05008240000156,2
24504409000103,08493422000158,2
16693935000130,04453838000191,2
02864612000158,08602732000163,2
16417577000133,13312369000181,2
08370039000102,09268680000101,2
08599778000170,01022531000148,2
60665981000622,44734671000151,2
10464359000173,10779833000156,2
10779833000156,02223342000104,2
00000000009903,02349756000176,2
05449553000140,00301402000126,2
70184403000113,09329259000155,2
00091056420430,00009180173438,2
07841319000199,07354656000151,2
41149410000186,13033569000103,2
44734671000151,10779833000156,2
00006079987414,00003859912402,2
15348142000111,07046164000107,2
09123654000187,02737867000150,2
00009157264406,00026250039449,2
04034176000115,12209627000136,2
00032378275846,00004444729830,2
24116337000127,11028345000170,2
44734671000151,70097530000185,2
41205907000174,06265304000167,2
05782733000149,04159816000113,2
18658386000199,17892706000108,2
02223342000104,10779833000156,2
35423169000139,02898097000127,2
00011185191402,00035652120800,2
17892706000108,13684250000130,2
08778201000126,08819724000173,2
09268680000101,14458916000102,2
19881445000156,07177669000100,2
13493236000159,41203514000121,2
00006174371492,00002368148426,2
33000118000179,00000000009903,2
08778201000126,05932624000160,2
33255787000191,44734671000151,2
05364404000188,12661996000165,2
13639397000108,07239645000120,2
54858014000170,44734671000151,2
41116302000107,01040838000171,2
00000000000191,02349756000176,2
16826043000160,04064641000160,2
65817900000171,08778201000126,2
05022719000147,05514737000146,2
00005729574401,00007172269489,2
06047231000137,06948769000112,2
70103098000198,24280828000109,2
08778201000126,73856593000166,2
12710916000114,12929519000138,2
02477571000147,06224321000156,2
40787152000109,42799163000126,2
06696359000121,01722296000117,2
08778201000126,09053134000145,2
10676491000149,17512503000149,2
00002839250438,00004560645400,2
08370039000102,19447850000160,2
08856937000175,05535319000135,2
67729178000220,60665981000622,2
08306584000130,07543314000180,2
10719048000108,63478895000194,2
02737867000150,33530486003225,2
00011185191402,00011749024500,2
08493422000158,05765913000112,2
33000118000179,34028316366353,2
07413671000123,05106015000152,2
07807909000103,09151832000183,2
13493236000159,34274233000102,2
44734671000151,06696359000121,2
